"","date","series","value","frequency","series_type","units","source","pub_date","series_id","description","table_title"
"523",1989-06-30,"Qrtrlyinfltn–evi",2.5,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"524",1989-06-30,"Qrtrlynn-trdblsi",1.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"525",1989-06-30,"Qrtrlynn-i–edalf",1.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"526",1989-06-30,"Qrtrlytrdblsinfl",2.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"527",1989-06-30,"Qrtrlytrdi–eviat",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"528",1989-06-30,"Qrtrlytrmmdmninf",1.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"529",1989-06-30,"Qrtrlywghtdmdnin",1.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"530",1989-09-30,"Qrtrlyinfltn–org",2.3,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"531",1989-09-30,"Quarterlyinflatn",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"532",1989-09-30,"Qrtrlyinfl–eiatc",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"533",1989-09-30,"Qrtrlyinfltn–evi",2.3,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"534",1989-09-30,"Qrtrlynn-trdblsi",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"535",1989-09-30,"Qrtrlynn-i–edalf",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"536",1989-09-30,"Qrtrlytrdblsinfl",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"537",1989-09-30,"Qrtrlytrdi–eviat",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"538",1989-09-30,"Qrtrlytrmmdmninf",1.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"539",1989-09-30,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"540",1989-12-31,"Qrtrlyinfltn–org",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"541",1989-12-31,"Quarterlyinflatn",1.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"542",1989-12-31,"Qrtrlyinfl–eiatc",1.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"543",1989-12-31,"Qrtrlyinfltn–evi",1.8,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"544",1989-12-31,"Qrtrlynn-trdblsi",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"545",1989-12-31,"Qrtrlynn-i–edalf",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"546",1989-12-31,"Qrtrlytrdblsinfl",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"547",1989-12-31,"Qrtrlytrdi–eviat",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"548",1989-12-31,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"549",1989-12-31,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"550",1990-03-31,"Qrtrlyinfltn–org",1.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"551",1990-03-31,"Quarterlyinflatn",1.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"552",1990-03-31,"Qrtrlyinfl–eiatc",1.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"553",1990-03-31,"Qrtrlyinfltn–evi",1.8,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"554",1990-03-31,"Qrtrlynn-trdblsi",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"555",1990-03-31,"Qrtrlynn-i–edalf",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"556",1990-03-31,"Qrtrlytrdblsinfl",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"557",1990-03-31,"Qrtrlytrdi–eviat",1.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"558",1990-03-31,"Qrtrlytrmmdmninf",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"559",1990-03-31,"Qrtrlywghtdmdnin",1.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"560",1990-06-30,"Qrtrlyinfltn–org",1.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"561",1990-06-30,"Quarterlyinflatn",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"562",1990-06-30,"Qrtrlyinfl–eiatc",1.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"563",1990-06-30,"Qrtrlyinfltn–evi",1.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"564",1990-06-30,"Qrtrlynn-trdblsi",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"565",1990-06-30,"Qrtrlynn-i–edalf",1.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"566",1990-06-30,"Qrtrlytrdblsinfl",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"567",1990-06-30,"Qrtrlytrdi–eviat",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"568",1990-06-30,"Qrtrlytrmmdmninf",1.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"569",1990-06-30,"Qrtrlywghtdmdnin",1.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"570",1990-09-30,"Qrtrlyinfltn–org",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"571",1990-09-30,"Quarterlyinflatn",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"572",1990-09-30,"Qrtrlyinfl–eiatc",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"573",1990-09-30,"Qrtrlyinfltn–evi",0.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"574",1990-09-30,"Qrtrlynn-trdblsi",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"575",1990-09-30,"Qrtrlynn-i–edalf",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"576",1990-09-30,"Qrtrlytrdblsinfl",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"577",1990-09-30,"Qrtrlytrdi–eviat",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"578",1990-09-30,"Qrtrlytrmmdmninf",1.3,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"579",1990-09-30,"Qrtrlywghtdmdnin",1.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"580",1990-12-31,"Qrtrlyinfltn–org",2.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"581",1990-12-31,"Quarterlyinflatn",2.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"582",1990-12-31,"Qrtrlyinfl–eiatc",1.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"583",1990-12-31,"Qrtrlyinfltn–evi",2.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"584",1990-12-31,"Qrtrlynn-trdblsi",2.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"585",1990-12-31,"Qrtrlynn-i–edalf",2.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"586",1990-12-31,"Qrtrlytrdblsinfl",3.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"587",1990-12-31,"Qrtrlytrdi–eviat",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"588",1990-12-31,"Qrtrlytrmmdmninf",1.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"589",1990-12-31,"Qrtrlywghtdmdnin",1.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"590",1991-03-31,"Qrtrlyinfltn–org",-0.2,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"591",1991-03-31,"Quarterlyinflatn",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"592",1991-03-31,"Qrtrlyinfl–eiatc",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"593",1991-03-31,"Qrtrlyinfltn–evi",-0.2,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"594",1991-03-31,"Qrtrlynn-trdblsi",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"595",1991-03-31,"Qrtrlynn-i–edalf",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"596",1991-03-31,"Qrtrlytrdblsinfl",-0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"597",1991-03-31,"Qrtrlytrdi–eviat",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"598",1991-03-31,"Qrtrlytrmmdmninf",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"599",1991-03-31,"Qrtrlywghtdmdnin",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"600",1991-06-30,"Qrtrlyinfltn–org",0.3,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"601",1991-06-30,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"602",1991-06-30,"Qrtrlyinfl–eiatc",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
