"","date","series","value","frequency","series_type","units","source","pub_date","series_id","description","table_title"
"1018",2001-09-30,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1019",2001-09-30,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1020",2001-12-31,"Qrtrlyinfltn–org",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1021",2001-12-31,"Quarterlyinflatn",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1022",2001-12-31,"Qrtrlyinfl–eiatc",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1023",2001-12-31,"Qrtrlyinfltn–evi",0.9,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1024",2001-12-31,"Qrtrlynn-trdblsi",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1025",2001-12-31,"Qrtrlynn-i–edalf",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1026",2001-12-31,"Qrtrlytrdblsinfl",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1027",2001-12-31,"Qrtrlytrdi–eviat",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1028",2001-12-31,"Qrtrlytrmmdmninf",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1029",2001-12-31,"Qrtrlywghtdmdnin",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1030",2002-03-31,"Qrtrlyinfltn–org",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1031",2002-03-31,"Quarterlyinflatn",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1032",2002-03-31,"Qrtrlyinfl–eiatc",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1033",2002-03-31,"Qrtrlyinfltn–evi",0.9,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1034",2002-03-31,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1035",2002-03-31,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1036",2002-03-31,"Qrtrlytrdblsinfl",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1037",2002-03-31,"Qrtrlytrdi–eviat",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1038",2002-03-31,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1039",2002-03-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1040",2002-06-30,"Qrtrlyinfltn–org",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1041",2002-06-30,"Quarterlyinflatn",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1042",2002-06-30,"Qrtrlyinfl–eiatc",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1043",2002-06-30,"Qrtrlyinfltn–evi",0.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1044",2002-06-30,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1045",2002-06-30,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1046",2002-06-30,"Qrtrlytrdblsinfl",0.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1047",2002-06-30,"Qrtrlytrdi–eviat",0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1048",2002-06-30,"Qrtrlytrmmdmninf",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1049",2002-06-30,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1050",2002-09-30,"Qrtrlyinfltn–org",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1051",2002-09-30,"Quarterlyinflatn",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1052",2002-09-30,"Qrtrlyinfl–eiatc",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1053",2002-09-30,"Qrtrlyinfltn–evi",0.7,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1054",2002-09-30,"Qrtrlynn-trdblsi",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1055",2002-09-30,"Qrtrlynn-i–edalf",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1056",2002-09-30,"Qrtrlytrdblsinfl",0.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1057",2002-09-30,"Qrtrlytrdi–eviat",0,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1058",2002-09-30,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1059",2002-09-30,"Qrtrlywghtdmdnin",0.9,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1060",2002-12-31,"Qrtrlyinfltn–org",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1061",2002-12-31,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1062",2002-12-31,"Qrtrlyinfl–eiatc",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1063",2002-12-31,"Qrtrlyinfltn–evi",0.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1064",2002-12-31,"Qrtrlynn-trdblsi",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1065",2002-12-31,"Qrtrlynn-i–edalf",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1066",2002-12-31,"Qrtrlytrdblsinfl",0.7,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1067",2002-12-31,"Qrtrlytrdi–eviat",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1068",2002-12-31,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1069",2002-12-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1070",2003-03-31,"Qrtrlyinfltn–org",1.3,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1071",2003-03-31,"Quarterlyinflatn",1.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1072",2003-03-31,"Qrtrlyinfl–eiatc",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1073",2003-03-31,"Qrtrlyinfltn–evi",1.3,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1074",2003-03-31,"Qrtrlynn-trdblsi",1.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1075",2003-03-31,"Qrtrlynn-i–edalf",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1076",2003-03-31,"Qrtrlytrdblsinfl",1.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1077",2003-03-31,"Qrtrlytrdi–eviat",0.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1078",2003-03-31,"Qrtrlytrmmdmninf",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1079",2003-03-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1080",2003-06-30,"Qrtrlyinfltn–org",-0.1,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1081",2003-06-30,"Quarterlyinflatn",-0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1082",2003-06-30,"Qrtrlyinfl–eiatc",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1083",2003-06-30,"Qrtrlyinfltn–evi",0,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1084",2003-06-30,"Qrtrlynn-trdblsi",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1085",2003-06-30,"Qrtrlynn-i–edalf",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1086",2003-06-30,"Qrtrlytrdblsinfl",-1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1087",2003-06-30,"Qrtrlytrdi–eviat",-0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1088",2003-06-30,"Qrtrlytrmmdmninf",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1089",2003-06-30,"Qrtrlywghtdmdnin",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1090",2003-09-30,"Qrtrlyinfltn–org",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1091",2003-09-30,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1092",2003-09-30,"Qrtrlyinfl–eiatc",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1093",2003-09-30,"Qrtrlyinfltn–evi",0.6,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1094",2003-09-30,"Qrtrlynn-trdblsi",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1095",2003-09-30,"Qrtrlynn-i–edalf",1.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1096",2003-09-30,"Qrtrlytrdblsinfl",-0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1097",2003-09-30,"Qrtrlytrdi–eviat",-0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1098",2003-09-30,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1099",2003-09-30,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1100",2003-12-31,"Qrtrlyinfltn–org",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1101",2003-12-31,"Quarterlyinflatn",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1102",2003-12-31,"Qrtrlyinfl–eiatc",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1103",2003-12-31,"Qrtrlyinfltn–evi",0.5,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1104",2003-12-31,"Qrtrlynn-trdblsi",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1105",2003-12-31,"Qrtrlynn-i–edalf",1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1106",2003-12-31,"Qrtrlytrdblsinfl",0.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1107",2003-12-31,"Qrtrlytrdi–eviat",-0.3,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1108",2003-12-31,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1109",2003-12-31,"Qrtrlywghtdmdnin",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1110",2004-03-31,"Qrtrlyinfltn–org",0.8,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1111",2004-03-31,"Quarterlyinflatn",0.8,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1112",2004-03-31,"Qrtrlyinfl–eiatc",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1113",2004-03-31,"Qrtrlyinfltn–evi",0.9,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1114",2004-03-31,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1115",2004-03-31,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1116",2004-03-31,"Qrtrlytrdblsinfl",0.6,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1117",2004-03-31,"Qrtrlytrdi–eviat",-0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1118",2004-03-31,"Qrtrlytrmmdmninf",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1119",2004-03-31,"Qrtrlywghtdmdnin",0.7,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1120",2004-06-30,"Qrtrlyinfltn–org",0.5,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1121",2004-06-30,"Quarterlyinflatn",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1122",2004-06-30,"Qrtrlyinfl–eiatc",0.5,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1123",2004-06-30,"Qrtrlyinfltn–evi",0.5,"Quarterly","Original","Per cent","ABS / RBA",2024-04-26,"GCPIAGQP","Consumer price index; All groups; Original; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1124",2004-06-30,"Qrtrlynn-trdblsi",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTIQP","Consumer price index; Non-tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1125",2004-06-30,"Qrtrlynn-i–edalf",0.9,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPINTXDLQP","Consumer price index; Non-tradables excluding deposit and loan facilities; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1126",2004-06-30,"Qrtrlytrdblsinfl",-0.1,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITIQP","Consumer price index; Tradables; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1127",2004-06-30,"Qrtrlytrdi–eviat",-0.2,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPITXVIQP","Consumer price index; Tradables excluding volatile items and tobacco; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1128",2004-06-30,"Qrtrlytrmmdmninf",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMTMQP","Consumer price index; Trimmed mean; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1129",2004-06-30,"Qrtrlywghtdmdnin",0.6,"Quarterly","Seasonally adjusted","Per cent","ABS",2024-04-26,"GCPIOCPMWMQP","Consumer price index; Weighted median; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1130",2004-09-30,"Qrtrlyinfltn–org",0.4,"Quarterly","Seasonally adjusted","Per cent","ABS / RBA",2024-04-26,"GCPIAGSAQP","Consumer price index; All groups; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1131",2004-09-30,"Quarterlyinflatn",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIEITCQP","Consumer price index; All groups excluding interest and tax changes of 1999–2000; Quarterly change (in per cent)","G1 Consumer Price Inflation"
"1132",2004-09-30,"Qrtrlyinfl–eiatc",0.4,"Quarterly","Seasonally adjusted","Per cent","RBA",2024-04-26,"GCPIXVIQP","Consumer price index; All groups excluding volatile items; Quarterly change (in per cent)","G1 Consumer Price Inflation"
